county,state,area mi2,Wind Capacity Intensity (MW / 1000 sq mile),Wind Project Intensity (Projects / 1000 sq mile),GDP_2017,GDP_2018,GDP_2019,GDP_2020,GDP_2021,GDP_2022,Solar MW 1000 sq mile,Solar Projects 1000 sq mile,No. of Private Schools,Median Income,Total Unemployment,Unemployment Rate,Hispanic/Latino,White,Black/African American,American Indian/Alaska Native,Asian,Native Hawaiian/Other Pacific Islander,Others,democrat_percentage_vote,republican_percentage_vote,green_percentage_vote,libertarian_percentage_vote,other_percentage_vote,18-24 Less than high school graduate,18-24 High school graduate,18-24 Some college or associate's degree,18-24 Bachelor's degree or higher,25+ Less than 9th grade,"25+ 9th to 12th grade, no diploma",25+ High school graduate,"25+ Some college, no degree",25+ Associate's degree,25+ Bachelor's degree,25+ Graduate or professional degree,25+ High school graduate or higher,25+ Bachelor's degree or higher
Nelson,Kentucky,424.08786741278055,0.0,0.0,3831.16,3821.17,3805.98,3780.36,4034.24,4091.16,0.0,0.0,6.0,64354,37129,2.9,0.02597458171081347,0.8796482519577218,0.04670717617356327,0.0013265437117548889,0.005712696307073473,0.00017116693054901793,0.03924001882836236,0.3092277909227791,0.6755431275543128,,0.011529361152936115,0.003699720369972037,11.1,51.5,32.1,5.2,2.2,5.5,36.6,20.9,12.2,13.7,8.9,92.2,22.5
Nicholas,Kentucky,196.8446573077901,0.0,0.0,500.03,470.93,492.92,452.17,491.23,451.38,0.0,0.0,,44306,6031,5.6,0.020432532837999205,0.9452036619344567,0.005439830171155632,0.001326787846623325,0.0009287514926363275,0.00026535756932466497,0.025208969085843174,0.28121319199057715,0.7090694935217904,,0.007950530035335688,0.0017667844522968198,13.1,57.4,28.9,0.6,5.4,13.0,45.4,19.4,9.7,3.3,3.8,81.6,7.1
Ohio,Kentucky,596.2986724488715,0.0,0.0,1550.01,1501.5,1441.46,1225.17,1310.83,1365.96,0.0,0.0,,48481,18972,4.5,0.04177183240787481,0.9200740366818105,0.00652027595490493,0.001093723708564698,0.0018929833417465926,8.413259296651523e-05,0.027132761231701163,0.21605104700278602,0.7712770737844882,,0.00889727689404152,0.0037746023186842814,13.3,44.0,35.8,7.0,8.3,9.9,39.8,18.0,9.6,8.1,6.3,81.8,14.4
Oldham,Kentucky,196.45977807987532,0.0,0.0,9749.21,9702.09,9960.32,9195.21,9828.01,10048.67,0.0,0.0,4.0,109815,52832,3.9,0.047850074696407174,0.8554735456387652,0.03251142633159288,0.0015974677178398687,0.017157986599020812,0.00025145325188220157,0.043309124794769775,0.3823281315900464,0.5970845634753269,,0.015842471530999578,0.004744833403627162,11.2,33.8,41.9,13.1,1.8,4.0,19.7,19.9,9.3,25.9,19.5,94.2,45.4
Owen,Kentucky,354.2406093207073,0.0,0.0,564.95,533.54,511.56,479.67,497.79,498.55,0.0,0.0,1.0,52450,9084,4.6,0.02225571909913105,0.9297747827629013,0.00735946089732222,0.0019507004788082993,0.0015960276644795177,0.0003546728143287817,0.034846604007802796,0.20124633431085043,0.7866568914956011,,0.00843108504398827,0.0036656891495601175,20.9,47.6,18.9,12.6,7.1,9.1,44.1,12.1,8.8,14.7,4.2,83.8,18.9
Owsley,Kentucky,198.2786271466335,0.0,0.0,261.85,267.4,256.21,245.26,263.42,250.28,0.0,0.0,,29340,3439,14.2,0.010367810417180942,0.9639595161688472,0.0027153789187854853,0.00024685262898049864,0.00024685262898049864,0.0012342631449024932,0.01974821031843989,0.11398416886543536,0.8812664907651715,,0.0031662269129287598,0.0015831134564643799,16.9,36.6,46.5,0.0,15.9,12.7,43.7,13.7,2.9,7.5,3.6,71.4,11.1
Pendleton,Kentucky,281.91098201063056,0.0,0.0,1005.52,998.5,996.3,977.35,1026.0,1052.13,0.0,0.0,,57619,11649,5.0,0.013725757989620323,0.9446189565692433,0.0038240917782026767,0.0014340344168260039,0.00204862059546572,0.00020486205954657198,0.03277792952745152,0.19090252707581226,0.7963898916967509,,0.008086642599277978,0.004620938628158845,12.7,58.3,25.1,3.9,4.3,10.2,43.2,16.9,8.9,10.9,5.7,85.5,16.6
Perry,Kentucky,342.56430539430596,0.0,0.0,2791.89,2806.96,2750.39,2614.39,2650.77,2768.97,0.0,0.0,,40577,22377,7.5,0.007761739191514769,0.9394162891160046,0.013135250939486531,0.0017911705826572542,0.008955852913286272,3.512099181680891e-05,0.027569978576194993,0.22157269470111257,0.7654158023760136,,0.009240052800301716,0.003771450122572129,14.2,33.3,47.8,4.7,8.4,12.0,34.3,21.7,10.4,5.8,7.4,79.6,13.2
Pike,Kentucky,788.6516363832671,0.0,0.0,2594.71,2578.47,2576.6,2393.05,2396.28,2439.7,0.0,0.0,2.0,36910,47814,7.3,0.01184611975660059,0.9482861477100343,0.00826671666467811,0.0011590448107177556,0.006289522575806644,0.00018749254291022517,0.02324907532086792,0.19165878271838538,0.79939293598234,,0.006070640176600441,0.002877641122674235,11.4,35.0,41.4,12.1,9.2,11.1,38.7,17.7,7.6,8.4,7.4,79.8,15.8
Powell,Kentucky,180.11602976719306,0.0,0.0,1176.64,1244.4,1256.81,1247.07,1271.2,1251.68,0.0,0.0,,39493,10169,7.1,0.015004950872115164,0.9526239622210374,0.004874704851854673,0.0012948434762738974,0.002285017899306878,0.0,0.023078680782999468,0.2483197093551317,0.7340599455040872,,0.012170753860127156,0.005449591280653951,15.6,48.3,33.3,2.8,7.9,10.2,43.5,16.6,6.7,9.4,5.7,81.9,15.1
Pulaski,Kentucky,676.7372397715804,0.0,0.0,3092.73,3238.64,3331.6,3130.01,3280.57,3262.26,0.0,0.0,3.0,42652,52517,4.9,0.028861826121720946,0.9164437063689762,0.010409939416305317,0.002460251560722084,0.0067041855029676784,0.00015376572254513024,0.0341206138327644,0.17959856676285,0.8067032374671022,,0.01024193804103117,0.0034562577290167106,8.3,39.0,46.2,6.5,7.4,8.9,35.0,21.5,9.4,9.9,7.9,83.8,17.8
Robertson,Kentucky,100.10563619257672,0.0,0.0,250.05,255.02,260.8,266.35,283.08,277.61,0.0,0.0,,53833,1708,7.0,0.008663930688554491,0.960328317373461,0.0027359781121751026,0.0013679890560875513,0.0031919744642042863,0.0,0.020975832193342453,0.22076788830715532,0.7713787085514834,,0.005235602094240838,0.002617801047120419,17.2,28.7,54.1,0.0,6.6,9.2,39.1,19.9,13.0,9.8,2.4,84.2,12.2
Rockcastle,Kentucky,318.42812239715374,0.0,0.0,1013.21,992.04,1062.13,1056.97,1041.85,1094.36,0.0,0.0,,40406,13159,6.6,0.010725197979672009,0.9550414666084679,0.0032425017147845606,0.0020577414728440483,0.001745962461807071,0.0,0.025877657916069087,0.14570217139920338,0.8450468970833869,,0.0071951689579853526,0.0020557625594243866,15.6,54.2,25.7,4.5,8.3,9.8,45.5,19.7,4.7,5.6,6.5,81.9,12.0
Rowan,Kentucky,286.2569222040391,0.0,0.0,2594.53,2667.72,2671.39,2525.37,2574.17,2618.03,0.0,0.0,1.0,45681,20458,4.6,0.021936582596707485,0.9234044278647312,0.015083934798475387,0.0012975427783634742,0.0063660692563457955,0.00020274105911929284,0.030776092774308653,0.3857625770530921,0.5959435275402665,,0.013620998210379797,0.004672897196261682,5.9,19.6,68.4,6.1,5.6,7.6,34.2,18.7,6.9,12.7,14.4,86.8,27.1
Russell,Kentucky,282.9857322991551,0.0,0.0,1949.21,2069.64,2189.49,2215.02,2202.12,2461.47,0.0,0.0,,41851,14388,6.1,0.04341059418598188,0.9169584792396198,0.006280918236896226,0.003223834139291868,0.005780668111833694,0.00016675004168751042,0.02334500583625146,0.1486743483611142,0.839691240630943,,0.009397024275646046,0.0022373867322966774,11.8,38.2,46.5,3.5,7.7,9.7,38.6,17.7,9.9,9.0,7.4,82.7,16.4
Scott,Kentucky,285.4440450594269,0.0,0.0,11220.34,12551.63,12928.07,12001.22,12013.49,12545.19,0.0,0.0,3.0,73113,44418,3.7,0.054290963170326306,0.8346426384393316,0.05086169189047327,0.0009797917942437231,0.010270317557519027,0.00033242935876126324,0.04680255445717785,0.36490500863557856,0.6136096718480138,,0.016580310880829015,0.0049050086355785835,9.8,32.3,46.6,11.3,1.7,4.0,29.3,23.9,9.2,19.5,12.4,94.3,31.9
Shelby,Kentucky,385.6159676906467,0.0,0.0,4266.8,4418.22,4356.8,4159.37,4366.89,4289.61,0.0,0.0,1.0,73974,38748,3.3,0.11016332050348486,0.777343181108915,0.05617393113492146,0.0015811921356496412,0.007510662644335795,0.0004577135129512119,0.04529283262249038,0.3430464701384759,0.6394528927024042,,0.01278565967207544,0.004714977487044431,11.9,48.2,29.1,10.8,4.0,7.5,30.1,18.6,9.7,18.6,11.6,88.6,30.2
Simpson,Kentucky,236.42795570354403,0.0,0.0,3575.61,3841.1,4191.7,3953.15,4092.02,4017.64,0.0,0.0,2.0,53420,15518,3.5,0.033071348371950596,0.8268347453302031,0.08278044299275289,0.002960089823415331,0.004797386955190364,0.00025518015719097685,0.04771868939471267,0.3070316078790655,0.674301420064132,,0.014658726523133303,0.004008245533669262,16.6,47.1,36.4,0.0,2.3,7.4,43.9,19.9,11.9,8.4,6.2,90.2,14.6
Spencer,Kentucky,191.6504948953358,0.0,0.0,1434.75,1434.53,1476.85,1568.15,1612.65,1635.86,0.0,0.0,1.0,92973,15640,6.2,0.023088763468445357,0.9114417650076962,0.015238583889173936,0.0016418676244227808,0.004617752693689072,0.0006157003591585428,0.042021549512570554,0.22136669874879691,0.7644588327937702,,0.010849593140257241,0.003324875317175606,7.2,46.1,37.7,8.9,2.3,5.2,39.2,21.7,9.6,14.2,7.9,92.6,22.1
Taylor,Kentucky,276.9737946152508,0.0,0.0,3146.68,3088.59,3183.31,3171.59,3014.56,2966.46,0.0,0.0,2.0,56890,20719,4.9,0.027667832302194214,0.8732275294931406,0.048111286169926604,0.0009991161664681244,0.009376320946854706,0.0003842754486415863,0.03923452330630596,0.23669064748201438,0.749480415667466,,0.009512390087929656,0.004316546762589928,12.4,28.1,51.0,8.6,4.1,7.6,34.9,22.6,7.9,14.2,8.8,88.4,23.0
Todd,Kentucky,377.1657785394733,0.0,0.0,860.23,827.82,895.06,896.15,1005.88,1037.06,0.0,0.0,1.0,54823,9432,4.3,0.048844237523482804,0.8359062321326473,0.07187780772686433,0.0011435105774728416,0.0017969451931716084,0.000490075961774075,0.03863432165318958,0.22463091011025976,0.7587366847318259,,0.010839095496168941,0.005793309661745468,36.6,35.9,23.0,4.6,12.1,9.4,38.7,16.6,6.8,9.5,7.0,78.6,16.5
Trigg,Kentucky,481.0848267586036,0.0,0.0,561.05,553.02,591.28,550.44,582.87,562.03,0.0,0.0,1.0,53693,11426,4.0,0.02254462698243368,0.8677903420809331,0.06756276225019557,0.002418035701585947,0.0019202048218476637,0.0004267121826328142,0.03541711115852358,0.24284745762711865,0.744,,0.010169491525423728,0.002983050847457627,24.5,49.3,23.1,3.2,4.9,7.3,32.3,25.3,9.8,11.9,8.6,87.8,20.5
Trimble,Kentucky,156.21023857199614,0.0,0.0,3316.2,3218.48,3281.5,3375.99,3408.62,4080.22,0.0,0.0,,62125,6901,8.4,0.02265754071276847,0.9339155062544253,0.003304224687278735,0.003422232711824404,0.003186216662733066,0.0004720320981826764,0.03150814255369365,0.234313498495022,0.747163695299838,,0.01389210465385506,0.0046307015512850195,11.2,60.5,24.1,4.2,2.2,12.3,43.2,15.9,12.8,9.3,4.4,85.5,13.7
Union,Kentucky,363.2706124912394,0.0,0.0,1678.7,1672.39,1879.62,2005.02,1965.24,2201.98,0.0,0.0,,50533,11241,3.7,0.013754755633596722,0.863476733977173,0.07528533801580334,0.001975417032484636,0.002341235001463272,7.316359379572725e-05,0.041703248463564525,0.23251216545012166,0.7550182481751825,,0.010188564476885644,0.002281021897810219,17.0,46.9,32.9,3.2,2.9,6.6,45.6,20.7,14.1,6.5,3.7,90.6,10.2
Warren,Kentucky,547.558653893374,0.0,0.0,11352.93,11279.02,11905.72,11882.38,12749.55,13427.2,0.0,0.0,5.0,57625,107619,4.7,0.07016513816014389,0.7264295375834238,0.09515882099380174,0.0017465106945910192,0.054216151136346744,0.004912525826062399,0.045832899802309854,0.40608119094505973,0.5743347003667504,,0.014868746725443081,0.004715361962746834,8.2,30.6,49.5,11.7,5.5,5.9,27.3,19.8,8.6,20.2,12.8,88.6,32.9
Washington,Kentucky,301.1826657980819,0.0,0.0,1128.04,1149.86,1082.12,1024.44,1091.43,1087.78,0.0,0.0,1.0,59049,9663,2.3,0.0390787395027854,0.8644716055541698,0.05421135777833209,0.0020786563565311383,0.00315955766192733,0.00041573127130622767,0.034838280535461875,0.26418126305640366,0.7202313996464728,,0.011569982323638118,0.004017354973485457,13.0,39.7,39.0,8.2,6.2,5.7,42.4,17.6,8.3,11.0,8.8,88.1,19.8
Wayne,Kentucky,484.0926794220034,0.0,0.0,870.96,898.13,918.19,883.94,901.04,867.47,0.0,0.0,1.0,41237,16132,5.2,0.04612631040654564,0.9139350549731526,0.011659422142674509,0.0014318588596266939,0.003068268984914344,0.00025568908207619537,0.022296087957044235,0.18398268398268397,0.8041125541125541,,0.007467532467532467,0.0044372294372294376,16.6,54.3,15.4,13.7,12.5,11.1,39.6,16.5,6.5,7.6,6.2,76.4,13.8
Webster,Kentucky,335.70582477748604,0.0,0.0,1701.99,1711.05,1512.33,1095.1,1324.72,1148.15,0.0,0.0,,47051,10292,5.9,0.06491511100868096,0.8561880617653838,0.03656756549128063,0.0017669201813013751,0.0018437427978796957,7.682261657832066e-05,0.03579933932549743,0.2356868636287765,0.7521281922884326,,0.009013520280420632,0.003171423802370222,18.0,57.6,22.7,1.8,5.2,9.2,46.4,18.5,9.3,7.2,4.2,85.7,11.5
Whitley,Kentucky,445.0603682966898,0.0,0.0,2295.78,2326.04,2401.04,2326.16,2425.08,2479.36,0.0,0.0,,41817,28118,6.4,0.01871322728263238,0.9281978644584877,0.014463935497929832,0.0024242754412726083,0.005556766179995642,0.0002723904990193942,0.029173022444977117,0.1662865706652766,0.8188571056232489,,0.011533198670749983,0.0033231250407245714,15.4,40.1,34.4,10.0,6.4,11.6,39.4,18.6,5.4,9.4,9.3,82.1,18.7
Wolfe,Kentucky,222.76616251023663,0.0,0.0,443.68,456.96,440.54,466.61,501.32,499.11,0.0,0.0,1.0,24349,5284,20.3,0.009295946357817738,0.9686071319719598,0.004114599207558671,0.0013715330691862237,0.0007619628162145687,0.0,0.01584882657726303,0.28163813360187984,0.7039274924471299,,0.007049345417925478,0.007385028533064787,21.5,45.4,24.2,8.9,14.4,22.0,32.5,18.6,5.4,2.3,4.7,63.6,7.0
Woodford,Kentucky,191.99783023645688,0.0,0.0,5794.1,6017.45,6189.47,5779.29,5935.98,6096.95,0.0,0.0,3.0,72765,21636,2.5,0.07491347549402702,0.8321610658330543,0.04506717278850806,0.0010420155558036545,0.0058427300807562055,0.00037214841278701945,0.038815079453686126,0.4292945894418513,0.5497337453158898,,0.015580829662744067,0.005390835579514825,9.7,44.8,35.1,10.4,2.9,5.9,26.2,15.8,8.5,24.5,16.1,91.2,40.7
Acadia,Louisiana,657.5108016659655,0.0,0.0,2401.97,2439.44,2355.99,2360.4,2258.38,2236.33,0.0,0.0,,42368,,,0.02850145894122551,0.7662046686119216,0.17274558843962762,0.0025184104487981102,0.002831040711407531,3.473669584549118e-05,0.025948311796581906,0.19148636763412488,0.794934036939314,,0.008478452066842569,0.005101143359718558,22.0,43.1,27.1,7.8,8.6,11.3,43.5,15.4,7.5,9.9,3.8,80.1,13.7
Allen,Louisiana,766.2426332072491,0.0,0.0,917.48,936.38,919.96,909.07,916.2,916.61,0.0,0.0,,47660,,,0.08320879120879121,0.6657582417582417,0.17652747252747253,0.023076923076923078,0.008043956043956043,0.0003076923076923077,0.03960439560439561,0.2148827726809378,0.7720693170234455,,0.0074413863404689095,0.0056065239551478085,22.2,56.6,16.3,4.9,5.4,15.0,43.3,17.8,6.5,8.1,3.9,79.6,12.0
Ascension,Louisiana,302.72886545986745,0.0,0.0,27162.48,28368.54,29417.86,26573.24,27417.81,28934.66,0.0,0.0,,86256,,,0.08207905138339922,0.629604743083004,0.23949407114624505,0.0021027667984189723,0.013288537549407115,0.00025296442687747033,0.03162055335968379,0.32730044123545926,0.6528198957079824,,0.01309265944645006,0.006787003610108303,16.8,40.4,32.8,10.0,3.7,7.5,29.4,21.4,8.9,19.6,9.4,88.8,29.0
Assumption,Louisiana,364.5431154098402,0.0,0.0,1290.08,1330.49,1377.75,1263.16,1331.81,1254.36,0.0,0.0,,42831,,,0.04344312942630353,0.6454679404914683,0.28390132610865537,0.003945054422738723,0.002661723465944199,0.0,0.019154902799562716,0.34116599910992434,0.6471740097908322,,0.006052514463729417,0.005607476635514018,30.7,33.3,27.7,8.2,8.0,12.9,43.9,16.9,4.8,8.2,5.2,79.1,13.4
Avoyelles,Louisiana,865.728947058179,0.0,0.0,1053.12,1077.59,1063.2,1042.88,1026.57,955.61,0.0,0.0,,37903,,,0.03741213816038092,0.6357796084952007,0.2682840803164286,0.00879248230166528,0.008691708865543043,7.558007709167864e-05,0.0390497064973673,0.28793661808928983,0.6955817719176498,,0.009310663890816563,0.0071709461022438125,21.7,43.7,31.8,2.8,6.8,15.2,35.8,22.4,7.5,7.4,4.8,78.0,12.3
Beauregard,Louisiana,1165.6503920012262,0.0,0.0,854.06,958.61,994.08,1067.21,997.52,1010.44,0.0,0.0,,57130,,,0.03477523324851569,0.7945224219540891,0.11168568223480807,0.0074694246080604125,0.006074037593367808,0.0007387343018960847,0.04186161044077813,0.1554074708076053,0.8299199119642966,,0.010515375680136944,0.004157241547961117,17.0,51.5,24.9,6.6,3.9,8.0,40.6,21.0,8.6,12.2,5.7,88.2,17.9
Bienville,Louisiana,821.9495204865508,0.0,0.0,668.2,663.25,632.67,651.42,723.59,702.89,0.0,0.0,,32328,,,0.016254525845466453,0.5316231415145212,0.40620907480163315,0.0046991757183576,0.0016177490177952392,0.00038517833757029503,0.037362298744318616,0.4350354609929078,0.5519148936170213,,0.006950354609929078,0.006099290780141844,13.4,49.8,32.6,4.2,3.4,10.9,48.2,18.3,6.8,9.0,3.4,85.7,12.4
Bossier,Louisiana,867.4070648672771,0.0,0.0,6036.72,6211.32,6253.35,5951.04,6229.77,6224.13,0.0,0.0,,58289,,,0.0795131499231044,0.6134714864927843,0.23199167352772124,0.004450623708697746,0.01818308918335327,0.0008776971711742501,0.04850636136268312,0.28656115634434176,0.6966242795718598,,0.01156344341780258,0.005251120665995792,14.2,34.2,42.2,9.4,2.8,6.9,29.3,24.4,9.1,17.7,9.9,90.3,27.6
Caddo,Louisiana,936.363081620192,0.0,0.0,13561.26,13862.27,14134.02,13384.63,13904.55,14021.01,0.0,0.0,,43153,,,0.035236789882614104,0.42769752110591636,0.4825308600450708,0.0037629074030473245,0.013365678920991558,0.0005045238976152837,0.03464817866872961,0.5252973921000458,0.4577264755223425,,0.009731965838035686,0.007244166539576026,17.7,39.0,36.3,7.0,3.4,9.3,32.6,22.9,7.4,14.2,10.1,87.3,24.3
Calcasieu,Louisiana,1094.3042397653574,0.0,0.0,13698.78,13506.4,14178.94,11515.24,12003.0,11401.93,0.0,0.0,,59470,,,0.05251285836197154,0.6324699587148558,0.25290033904559817,0.004160804483705053,0.017515049472980142,0.0006319625435339161,0.03729962866434486,0.3143123283694035,0.6661505147405732,,0.013101387561545068,0.006435769328478279,12.7,34.1,43.7,9.4,3.2,8.1,34.0,22.1,9.0,15.5,8.1,88.7,23.6
Caldwell,Louisiana,540.6195226889346,0.0,0.0,348.15,354.37,364.3,350.44,350.18,336.75,0.0,0.0,,41861,,,0.022913426645930535,0.7828926905132193,0.15842405391394504,0.0019699326075686883,0.004354587869362364,0.00031104199066874026,0.028201140487299117,0.15644687106257874,0.8349433011339773,,0.004409911801763965,0.004199916001679967,21.7,39.0,38.7,0.5,6.3,13.7,48.7,15.5,3.6,9.3,2.7,79.9,12.1
Cameron,Louisiana,1639.1922057268248,0.0,0.0,1008.11,986.67,799.71,622.37,675.76,491.1,0.0,0.0,,64525,,,0.035072102545842976,0.9211322770162008,0.012640199394694678,0.004984867366921844,0.0023144027060708564,0.00017803097739006588,0.0229659960833185,0.08021787571180986,0.9088883386976975,,0.00569447883139391,0.005199306759098787,15.1,67.2,8.3,9.4,2.3,7.4,40.9,26.8,8.1,9.7,4.7,90.3,14.4
Catahoula,Louisiana,739.2802064452956,0.0,0.0,238.84,226.03,242.79,246.48,243.58,217.94,0.0,0.0,,42232,,,0.06894228609925893,0.6442847518526836,0.25544576689871995,0.0038176510217830676,0.0029193801931282283,0.0006737031214911295,0.022681338423534696,0.2612186084808563,0.7289007822149033,,0.005351996706463565,0.004528612597776863,25.0,41.5,31.2,2.3,8.2,16.9,40.5,12.7,4.3,11.0,6.5,75.0,17.6
Claiborne,Louisiana,767.3609129100647,0.0,0.0,533.3,533.49,515.05,468.27,484.18,506.96,0.0,0.0,,29574,,,0.03380381086803105,0.4985179957657022,0.43316866619618916,0.0030345800988002825,0.0029640084685956247,0.0,0.026323218066337334,0.41504559270516717,0.5729483282674772,,0.004407294832826748,0.007598784194528876,11.8,58.6,28.6,1.0,4.4,17.0,47.0,16.3,3.6,7.6,4.1,78.5,11.7
Concordia,Louisiana,747.2063294098303,0.0,0.0,744.2,758.68,776.82,757.74,761.96,733.98,0.0,0.0,,36157,,,0.024562530101139828,0.543532937336116,0.40011772890244557,0.0020870123615347566,0.00615401080965377,0.0,0.022529030877080324,0.3598776619845945,0.6286814680561849,,0.007249660172179429,0.004191209787041232,24.4,36.1,38.2,1.3,5.2,9.0,44.3,17.0,6.9,11.2,6.3,85.8,17.6
De Soto,Louisiana,894.434403738248,0.0,0.0,2396.21,2587.24,2941.41,2619.47,2616.23,2309.74,0.0,0.0,,45364,,,0.028420110398329108,0.5640011934954497,0.3575264806802924,0.009025809339101895,0.0036923765478144113,0.0,0.03446218111293451,,,,,,28.2,32.8,34.4,4.7,5.8,11.9,39.6,18.1,8.4,11.0,5.3,82.4,16.3
East Baton Rouge,Louisiana,470.2482731665445,0.0,0.0,72061.83,78043.7,73926.01,68561.31,69112.37,70200.8,0.0,0.0,,58167,,,0.06688325477635891,0.418920664388405,0.45000120407810307,0.0016922770430468869,0.03149868317640182,0.0002320586889559767,0.028794980526773224,,,,,,8.1,27.8,51.0,13.1,3.1,6.1,26.0,21.0,5.7,22.7,15.5,90.8,38.2
East Carroll,Louisiana,442.48497201122194,0.0,0.0,407.3,387.26,362.9,367.92,365.72,299.59,0.0,0.0,,25049,,,0.015417616302453412,0.27269070921034994,0.6923180050945167,0.0002681324574339724,0.002279125888188765,0.0,0.013942887786566563,,,,,,47.0,30.0,22.1,0.8,6.6,25.7,34.8,17.8,3.3,10.0,1.8,67.7,11.8
East Feliciana,Louisiana,455.7938659534563,0.0,0.0,1068.64,1119.95,1106.32,1047.75,1040.76,1034.41,0.0,0.0,,58125,,,0.020011259532217617,0.5840114642509852,0.36378525001279494,0.0030707815138952864,0.0023542658273197196,0.00046061722708429296,0.02431035365167102,,,,,,16.2,59.2,23.0,1.6,2.8,12.8,42.1,18.3,7.9,11.9,4.2,84.4,16.1
Evangeline,Louisiana,679.606626427918,0.0,0.0,1265.83,1254.59,1290.73,1258.57,1146.84,1232.11,0.0,0.0,,32465,,,0.04129829984544049,0.6541576506955178,0.2661205564142195,0.0013910355486862441,0.005656877897990726,6.182380216383307e-05,0.029799072642967543,0.2697897742019206,0.7171684401764858,,0.006228912535686478,0.006812873085907086,23.4,48.4,23.1,5.1,10.2,13.3,40.6,17.0,6.7,9.4,2.9,76.5,12.2
Franklin,Louisiana,635.4347343565546,0.0,0.0,683.91,704.54,747.57,747.17,742.47,666.89,0.0,0.0,,38250,,,0.013957722261555578,0.6286032163446951,0.329119045210883,0.001314857894204511,0.0019217153838373621,0.0,0.02321229897845656,0.2734567901234568,0.7170781893004116,,0.004629629629629629,0.0048353909465020575,21.4,51.7,24.2,2.7,8.1,13.7,42.1,15.7,5.0,9.9,5.4,78.2,15.3
Grant,Louisiana,664.6393053284123,0.0,0.0,564.15,577.41,560.31,577.04,601.24,658.92,0.0,0.0,,52779,,,0.06012900897649871,0.7523117867292165,0.13803058324687628,0.008705850511976183,0.003022238260634219,0.00027064820244485544,0.035590238621498495,0.12318994889267462,0.8642461669505963,,0.008411413969335604,0.004152470187393526,18.1,46.7,24.1,11.1,6.1,13.5,43.2,18.8,6.5,9.2,2.9,80.4,12.0
Iberia,Louisiana,619.9252841661956,0.0,0.0,4867.61,5022.84,4990.7,4660.23,4448.39,4248.52,0.0,0.0,,52278,,,0.055727952637675354,0.5515880392970013,0.3286762287462998,0.003532154041956842,0.02764232292754079,4.2900656380042616e-05,0.03038796493586352,0.33708311680371716,0.649619417357014,,0.007733928407666677,0.0055635374316021155,22.3,41.8,32.0,3.9,5.6,11.7,41.9,18.1,8.5,10.6,3.6,82.7,14.2
Iberville,Louisiana,652.8465646421703,0.0,0.0,4090.21,3960.49,4015.5,3797.76,3566.29,3346.68,0.0,0.0,,52994,,,0.04688998379683212,0.4838464336496809,0.4402301511193413,0.0019179259945107635,0.00406732581594524,0.00042987996428689527,0.021791607420389537,0.5092409833123991,0.47209761349363,,0.008433518751121478,0.010227884442849453,26.9,32.6,35.2,5.3,8.2,12.1,37.9,16.6,10.2,9.7,5.3,79.7,14.9
Jackson,Louisiana,580.2011272837241,0.0,0.0,795.64,793.34,802.08,846.74,806.09,815.94,0.0,0.0,,41298,,,0.03113565298383341,0.6583726964273834,0.26245758765218546,0.0022619918834408887,0.009713259264187346,0.0003326458652118954,0.03253276561772337,0.28079140461215935,0.7067610062893082,,0.0066823899371069185,0.005765199161425576,18.6,54.9,20.1,6.4,4.9,11.8,44.0,17.5,8.9,9.2,3.7,83.3,12.8
Jefferson,Louisiana,511.1690389370061,0.0,0.0,46469.29,46305.64,46950.03,44215.01,46413.03,46930.18,0.0,0.0,,58638,,,0.17935664196052006,0.47276311819248107,0.2629423682055261,0.002987878334138722,0.04430318003725206,0.00023821353461242657,0.035128555904179175,0.43604858232722354,0.5468815328312677,,0.009987973138288263,0.007081911703220411,18.2,36.6,32.8,12.4,5.3,7.5,28.4,22.2,6.9,19.4,10.4,87.2,29.8
Jefferson Davis,Louisiana,658.5054431680695,0.0,0.0,1326.13,1303.0,1285.74,1284.07,1201.19,1172.36,0.0,0.0,,45578,,,0.02275968992248062,0.7706976744186047,0.15906976744186047,0.004558139534883721,0.0031007751937984496,0.00012403100775193799,0.036186046511627906,,,,,,16.8,29.6,50.2,3.4,5.9,11.0,42.4,19.3,6.2,9.1,6.1,83.1,15.2
Lafayette,Louisiana,269.242682716518,0.0,0.0,51003.21,53779.23,53484.75,51376.88,52929.5,53092.95,0.0,0.0,,63311,,,0.0661129334486025,0.6224328136569143,0.25098757823067347,0.00296170057868982,0.021559194715267235,0.00028127882590908904,0.03340186057670432,0.346530330681709,0.6332375721483396,,0.013202818697007537,0.007029278472943827,11.7,31.9,48.3,8.0,3.4,7.0,29.2,19.3,6.3,23.6,11.1,89.5,34.6
Lafourche,Louisiana,1241.6491367330004,0.0,0.0,3136.56,3208.32,3231.25,3089.16,3032.84,3045.6,0.0,0.0,,58747,,,0.058140369220045715,0.7249300408991667,0.14895907008210585,0.02487776376887358,0.007780067037731787,0.00031776294884016526,0.03354961714689874,0.191063717282101,0.793689962104521,,0.009341676213977263,0.005904644399400722,17.2,35.2,41.7,5.8,7.0,10.9,40.5,16.4,6.5,12.5,6.1,82.0,18.6
